 /features         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)     INR-TSS     REdens1     REdens2
   1.74693   3.64868   1.82601   0.74154   1.06600   0.28313   0.05384   0.02608   0.30434   0.32429   0.04000   1.28234   0.35759        -1
   1.80677  -7.91102   3.41044   0.63330   0.67416   0.18719   0.04556   0.01020   0.19025   0.32429   0.04000   2.41067   0.33177        -1
   0.88969   3.04276   3.41044   0.70369   0.54086   0.21328   0.03120   0.01345   0.30434   0.32429   0.04000   0.94379   5.29943        -1
   0.29348 -19.11545   2.89587   0.56853   0.59749   0.23949   0.03955   0.01687   0.30434   0.31256   0.04000   0.48213   2.31925        -1
   1.88868  -7.58553   3.58013   0.59131   0.64206   0.19829   0.04437   0.01200   0.30434   0.32429   0.04000   0.96518   0.00000        -1
   2.49714  -4.62634   3.76160   0.63799   0.64023   0.20975   0.03977   0.01437   0.30434   0.32429   0.04000   5.80529   0.67906        -1
  -0.65392   3.68051   2.93240   0.59451   0.64047   0.19200   0.04120   0.01136   0.30434   0.32429   0.04000   1.03886   0.82173        -1
   0.72092  -6.39486   1.52944   0.70912   0.69897   0.21432   0.04169   0.01390   0.19520   0.31256   0.04000   4.62415   0.94053        -1
  -0.76612  -6.38349   3.76160   0.58289   0.58865   0.22558   0.03362   0.01378   0.30434   0.32429   0.04000   1.29903   0.80099        -1
   3.98968   2.11748   3.28355   0.64122   0.80541   0.18708   0.05539   0.01197   0.15426   0.32429   0.08696   2.07055   0.63954        -1
  -0.20601   4.24358   3.76160   0.61539   0.62055   0.21617   0.03760   0.01466   0.30434   0.32429   0.04000   0.76421   1.47627        -1
   0.28451   5.54905   3.05212   0.71029   0.86391   0.18462   0.08335   0.01171   0.30434   0.32429   0.04000   1.79734   0.33633        -1
  -2.34908  -7.92232   3.54360   0.61293   1.11766   0.23070   0.07267   0.01480   0.30434   0.31256   0.04000   5.77021   0.28612        -1
   1.63219  10.27829   4.10392   0.58782   2.62475   0.23474   0.66830   0.01890   0.04577   0.10249   0.04000   8.67801   3.59468        -1
  -0.16626   4.71457   4.10392   0.58356   0.59911   0.19438   0.03859   0.00983   0.30434   0.32429   0.04000   1.29904   1.18010        -1
   4.02754  -2.68782   3.19245   0.78895   1.00405   0.23923   0.06386   0.01528   0.19520   0.23419   0.14081   1.95005   0.59455        -1
  -4.53069   3.99698   3.37392   0.64582   0.71356   0.16856   0.04828   0.00936   0.19025   0.32429   0.04000   1.31351   0.52373        -1
   3.59682  -6.51211   4.41855   0.61855   0.64472   0.18655   0.03916   0.00987   0.30434   0.32429   0.10979   0.55190   0.00000        -1
   0.87611  -7.70392   3.76160   0.70603   0.71410   0.21942   0.04721   0.01403   0.19025   0.31256   0.04000   0.87415   0.00000        -1
   0.56604   0.73198   3.72507   0.78328   0.76373   0.21436   0.05228   0.01351   0.19025   0.31256   0.04000   1.55138   0.09677        -1
   4.48402   5.01420   3.76160   0.70142   0.72185   0.21233   0.04756   0.01251   0.19520   0.31256   0.13053   2.37259   1.44679        -1
  -6.60776  -8.54552   3.76160   0.71519   0.68258   0.22435   0.04708   0.01504   0.30434   0.32429   0.04000   0.06260   0.12089        -1
   2.88483  -3.12783   4.06740   0.61126   0.65776   0.18449   0.03941   0.01023   0.19520   0.31256   0.20093   1.38915   1.62924        -1
  -0.92514  -8.51888  -6.18672   0.52158   0.78830   0.16504   0.06290   0.01109   0.30434   0.32429   0.04000   8.59754   9.51174        -1
  -0.28395   3.70445   3.37392   0.61970   0.77309   0.17681   0.03313   0.00889   0.30434   0.32429   0.04000   3.97418   2.18727        -1
  -0.28877   4.85790   3.72507   0.57032   0.57853   0.17835   0.03840   0.01051   0.30434   0.32429   0.04000   6.11959   7.59129        -1
   3.40549   8.31967   3.54360   0.69871   1.06339   0.22521   0.06123   0.01558   0.09232   0.31256   0.12538   7.53104   8.18962        -1
   2.67879   5.39023  -6.53787   0.63564   0.82410   0.19746   0.04843   0.01273   0.19025   0.31256   0.04000   7.06547   8.33021        -1
   0.63586   5.74158   4.41855   0.59001   0.67396   0.21467   0.04182   0.01756   0.19520   0.32429   0.04000   5.87233   7.35929        -1
   2.14208   4.86683   2.17717   0.58430   0.60896   0.17799   0.04357   0.01045   0.30434   0.31256   0.04000   1.52699   0.67749        -1
   0.81192   9.87644   3.41044   0.63708   1.83604   0.22714   0.12284   0.01881   0.01474   0.10249   0.04000   8.20057   1.57890        -1
  -7.18666   6.18007   3.05212   0.65519   0.79820   0.23114   0.06106   0.01688   0.30434   0.32429   0.04000   1.17710   0.09677        -1
   1.19338 -10.51096   3.22897   0.55360   0.69665   0.17750   0.04286   0.00957   0.19025   0.31256   0.04000   7.07120   6.28587        -1
   0.35260   3.50259   3.54360   0.60468   0.67569   0.17725   0.05590   0.00991   0.30434   0.32429   0.04000   1.34729   0.35433        -1
  -3.54331   6.22283   3.58013   0.56888   0.66890   0.18750   0.04783   0.01169   0.30434   0.32429   0.04000   1.60746   0.26017        -1
   0.65525  -8.02173   4.23708   0.65568   0.65888   0.19840   0.03936   0.01186   0.30434   0.32429   0.04000   5.46492   0.23461        -1
   6.19238   8.96967  -6.21606   0.64861   1.69573   0.24122   0.13234   0.01857   0.09232   0.23419   0.13053   9.05190   8.17150        -1
  -7.55973   5.37309   3.05212   0.60169   1.05868   0.19825   0.05874   0.01217   0.19520   0.31256   0.04000   3.29708   1.60133        -1
   4.41603 -10.54006   2.93240   0.65235   0.66610   0.18403   0.04569   0.01040   0.30434   0.32429   0.08696   1.56403   0.25770        -1
  -2.29424  -5.71495   3.58013   0.54264   0.74820   0.17147   0.04739   0.01265   0.19520   0.31256   0.04000   7.21739   7.69236        -1
   4.41603  -8.42399   2.51949   0.72640   0.72974   0.22393   0.05021   0.01353   0.19520   0.31256   0.14081   0.49661   0.00000        -1
  -0.38334  -9.65136   3.58013   0.67196   0.95283   0.17691   0.05230   0.01072   0.30434   0.32429   0.04000   3.37872   3.55660        -1
  -0.75865 -14.65877   2.48297   0.64166   0.74043   0.17407   0.04469   0.01030   0.19025   0.32429   0.04000   1.52087   1.17893        -1
   2.50123   5.15970   2.66444   0.65915   0.76052   0.21944   0.05413   0.01473   0.15426   0.32429   0.04000   0.00000   0.94053        -1
   2.55037   4.94062   4.23708   0.62081   0.60347   0.19736   0.03414   0.01387   0.19025   0.31256   0.04000   6.83073   9.38694        -1
   0.94448  -8.31151   3.54360   0.59776   0.56711   0.17713   0.03689   0.01026   0.30434   0.31256   0.04000   7.05360   8.52608        -1
  -6.54252   1.61294   2.35864   0.57963   0.62544   0.19420   0.04130   0.01345   0.30434   0.32429   0.04000   1.34285   1.27817        -1
   4.84719  -2.90270   3.72507   0.64201   0.66334   0.18429   0.04357   0.01098   0.30434   0.32429   0.20093   0.68453   1.38693        -1
  -0.16380   1.46685   2.89587   0.62345   0.64930   0.23500   0.04741   0.01515   0.30434   0.32429   0.04000   1.19979   0.98240        -1
  -3.59841   8.91404   3.92246   0.60737   0.70757   0.26329   0.04776   0.02616   0.19520   0.31256   0.04000   2.00821   0.67671        -1
   1.11860   3.18060   2.89587   0.56500   0.66330   0.20843   0.04894   0.01319   0.30434   0.32429   0.04000   0.00000   0.15063        -1
  -0.00382 -11.15147   3.76160   0.61260   0.69047   0.19397   0.05378   0.01206   0.30434   0.32429   0.04000   0.35642   1.32812        -1
   2.51727   7.89780   4.45508   0.62672   1.10717   0.21541   0.05645   0.01322   0.15426   0.23419   0.04000   8.07342   7.84912        -1
  -0.13659   4.08843   3.19245   0.66013   0.63863   0.22963   0.04454   0.01496   0.30434   0.32429   0.04000   4.36437   1.50222        -1
   1.08814   6.29047   4.27361   0.54931   0.57407   0.19864   0.04403   0.01292   0.30434   0.32429   0.04000   7.67866   7.36385        -1
   2.61990   1.35379   2.32211   0.62593   0.68216   0.20246   0.05375   0.01215   0.19025   0.32429   0.04000   3.91719   0.00000        -1
  -0.97341  -9.72639   4.06740   0.75540   0.71394   0.21878   0.05499   0.01429   0.30434   0.32429   0.04000   0.66602   0.00000        -1
   2.07206   6.24620   4.06740   0.61931   1.05494   0.20424   0.03887   0.01284   0.15426   0.10249   0.04000   6.37728   7.11359        -1
  -1.70415   3.10991   4.27361   0.51738   0.61217   0.18567   0.03301   0.01105   0.19025   0.23419   0.04000   0.58046   2.70227        -1
   2.88476  -4.51634   2.89587   0.67072   0.68497   0.18218   0.03974   0.01064   0.19025   0.31256   0.20093   5.01748   7.94184        -1
  -0.01339   6.36278   3.28355   0.63916   0.67648   0.19517   0.04297   0.01244   0.19025   0.23419   0.04000   5.72353   3.99492        -1
   0.54285  -6.70144   3.37392   0.56513   0.87651   0.16263   0.05992   0.00822   0.19025   0.32429   0.04000   7.28991   7.80999        -1
  -2.49818   7.88756   1.15058   0.73888   0.73239   0.30130   0.05863   0.05469   0.19520   0.32429   0.04000   0.53899   0.26904        -1
  -0.26861  -3.70064   2.87065   0.59904   0.92959   0.19200   0.05243   0.01230   0.19025   0.31256   0.04000   4.53886   0.61881        -1
   1.05062   1.24792   4.06740   0.65511   0.73260   0.18132   0.05165   0.01002   0.30434   0.32429   0.04000   2.04291   0.00000        -1
   2.61058 -11.87810   4.41855   0.56287   0.74422   0.20830   0.06264   0.01273   0.30434   0.32429   0.04000   2.01682   1.65545        -1
   1.89485   3.84870   2.32211   0.62256   0.85614   0.24801   0.03292   0.01657   0.19520   0.23419   0.04000   2.79043   0.53912        -1
  -2.72632  -9.80093   1.49291   0.60354   0.70696   0.19220   0.05344   0.01238   0.30434   0.32429   0.04000   1.27243   0.23396        -1
  -5.48920  -9.08419   4.06740   0.52203   0.61991   0.17706   0.03889   0.01100   0.30434   0.32429   0.04000   1.02126   0.28521        -1
   3.51330  -1.30990   3.54360   0.61131   0.65681   0.15989   0.04070   0.00835   0.30434   0.32429   0.13246   0.55347   0.67293        -1
   0.25757  -8.79459   3.41044   0.62351   0.69804   0.22337   0.04706   0.01513   0.30434   0.32429   0.04000   1.81560   0.98487        -1
   4.02669  -7.48633   2.70096   0.53817   0.74293   0.17765   0.04923   0.01064   0.30434   0.32429   0.10979   1.18192   0.00000        -1
   0.87680   4.62255   3.41044   0.67211   0.65604   0.19873   0.04365   0.01196   0.19520   0.32429   0.04000   1.31951   1.08777        -1
   2.22802   6.17166   2.20239   0.58966   0.66237   0.18313   0.04231   0.00972   0.19520   0.32429   0.04000   0.44014   1.95331        -1
  -5.37063   2.95615   4.23708   0.49850   1.21842   0.14976   0.09318   0.00789   0.30434   0.32429   0.04000   8.04851   8.49740        -1
  -2.74406  -7.56208   2.70096   0.59675   0.79775   0.17983   0.05669   0.01175   0.19025   0.31256   0.04000   1.91588   0.00000        -1
   2.67474 -10.52637   3.24703   0.55422   0.70084   0.17063   0.04474   0.01009   0.30434   0.32429   0.04000   1.31221   5.15167        -1
   2.13476  -8.09249   3.58013   0.61892   0.78185   0.18668   0.06289   0.01194   0.30434   0.32429   0.04000   1.81221   0.59077        -1
  -0.33517   0.32863   3.54360   0.51270   0.63828   0.15710   0.03937   0.00939   0.30434   0.32429   0.04000   6.47405   8.74779        -1
   2.46500  -3.82086   3.24703   0.73576   0.69774   0.17360   0.05279   0.01023   0.30434   0.32429   0.04000   1.18232   0.60903        -1
  -2.06884  -1.03836   4.06740   0.56338   0.60898   0.20705   0.04234   0.01395   0.30434   0.32429   0.04000   0.79121   2.15219        -1
   4.27224   7.92904   2.17717   0.65602   0.76668   0.24163   0.05276   0.01805   0.15426   0.31256   0.14081   1.77987   0.94053        -1
   3.16499  -8.90349   4.10392   0.61859   0.60687   0.18799   0.03688   0.01189   0.30434   0.32429   0.13246   2.31560   0.78404        -1
   2.47708   8.46596   3.76160   0.65510   1.03042   0.23352   0.03713   0.01770   0.09232   0.10249   0.04000   7.58985   7.61620        -1
   1.51596   6.66788   3.76160   0.55687   1.91912   0.19493   0.18184   0.01243   0.19520   0.10249   0.04000   8.06820   6.34038        -1
   2.15599   5.34774   3.88593   0.56676   2.37582   0.18665   0.13193   0.01358   0.09232   0.23419   0.04000   9.14580   9.14111        -1
  -0.19320   0.58072   3.01559   0.58665   0.60947   0.18000   0.03607   0.01181   0.30434   0.32429   0.04000   0.42136   4.95058        -1
   2.95064  -6.47343   3.22897   0.63267   0.60591   0.20677   0.03759   0.01308   0.30434   0.32429   0.12538   4.68688   3.73122        -1
   3.43985  -7.98663   4.10392   0.67688   0.69181   0.20137   0.04524   0.01207   0.19025   0.32429   0.12538   0.00000   0.15545        -1
  -3.74098  -0.10381   2.66444   0.60844   0.66305   0.20210   0.03938   0.01249   0.30434   0.32429   0.04000   0.19901   0.50417        -1
   5.15427  -3.54773   3.76160   0.62016   0.75040   0.20027   0.04594   0.01284   0.09232   0.23419   0.14081   3.40415   1.14280        -1
   4.79365  -5.79554   4.45508   0.63750   1.26273   0.22453   0.05697   0.01691   0.19520   0.23419   0.12538   3.39997   2.50065        -1
   3.68991  -4.67265   3.88593   0.66171   0.95299   0.19817   0.04985   0.01058   0.09232   0.10249   0.13053   2.56847   1.35785        -1
   0.38700   8.35424   1.49291   0.60903   0.68284   0.23796   0.04762   0.01402   0.19520   0.32429   0.04000   2.22300   1.36829        -1
  -0.38657   6.99773  -6.21606   0.56422   0.79977   0.21754   0.05423   0.01798   0.09232   0.23419   0.04000   8.61268   9.48083        -1
   1.93571  -8.63263   4.45508   0.62436   0.73978   0.21164   0.05028   0.01254   0.19025   0.32429   0.04000   0.05125   0.00000        -1
   1.95290   4.34549   3.41044   0.74162   0.75424   0.21972   0.06560   0.01559   0.30434   0.32429   0.04000   0.78873   0.09677        -1
   4.09116   3.84139   3.22897   0.67273   0.69588   0.25014   0.04974   0.01801   0.30434   0.32429   0.12538   2.41654   0.26017        -1
  -0.67594  -3.14300   3.58013   0.60738   0.74662   0.21665   0.06083   0.01509   0.30434   0.32429   0.04000   0.30882   0.00000        -1
   0.35434   2.83797   3.22897   0.63961   0.66034   0.19461   0.04390   0.01235   0.30434   0.32429   0.04000   2.13015   1.38380        -1
   3.32196  -6.12916   3.41044   0.66181   0.68645   0.23079   0.04283   0.01488   0.30434   0.32429   0.10979   1.19940   0.78704        -1
   1.35301  -3.74283   2.32211   0.59185   0.93269   0.18066   0.04744   0.01054   0.19520   0.32429   0.04000   1.26682   1.03273        -1
   0.53116  -4.83437   4.23708   0.51254   0.52412   0.17646   0.03196   0.01083   0.30434   0.32429   0.04000   7.46531   8.29474        -1
   3.96757   4.39167   4.10392   0.70155   1.01108   0.22651   0.07392   0.01394   0.19520   0.32429   0.13053   1.58816   0.00000        -1
   2.64092   7.60081   3.05212   0.57960   1.13588   0.22703   0.08501   0.01959   0.19025   0.32429   0.04000  11.25143  11.40702        -1
   3.74832  -9.96760   3.58013   0.60500   0.84233   0.23158   0.04570   0.01746   0.30434   0.32429   0.10979   6.35094   0.67997        -1
   0.06585   5.46448   3.54360   0.74239   0.68474   0.26741   0.04555   0.02082   0.19025   0.32429   0.04000   1.83776   7.84716        -1
   3.03311  -5.45228   3.01559   0.59137   0.59986   0.17352   0.03561   0.01039   0.30434   0.32429   0.10979   0.68805   1.18010        -1
   2.18131   3.11842   3.92246   0.60080   0.50910   0.16135   0.03414   0.01032   0.30434   0.31256   0.04000   5.72066   5.87207        -1
   0.90149  -0.90391   4.23708   0.54043   1.03827   0.16463   0.04097   0.01125   0.19025   0.31256   0.04000   7.62506   9.41589        -1
  -5.73271 -19.74118   4.45508   0.70199   0.84508   0.18932   0.04903   0.01096   0.30434   0.32429   0.04000   2.38615   0.74322        -1
   1.94908   4.10024   2.55355   0.65261   0.60360   0.22459   0.03813   0.01528   0.30434   0.32429   0.04000   0.72561   0.34885        -1
   1.65833   4.52872   3.72507   0.60578   0.62875   0.18968   0.04294   0.00975   0.19025   0.32429   0.04000   0.17840   0.22444        -1
   0.84664 -13.80412   3.41044   0.59864   0.67788   0.18115   0.04564   0.01187   0.30434   0.32429   0.04000   1.10433   0.57564        -1
   4.05358   2.11640   4.45508   0.66910   0.64582   0.22909   0.04427   0.01516   0.30434   0.32429   0.14081   0.45383   0.14032        -1
   3.10972   4.17381   3.28355   0.63809   0.64113   0.21187   0.04122   0.01435   0.30434   0.32429   0.12538   0.90897   1.20018        -1
  -0.52346  -8.18810   3.92246   0.61814   0.60063   0.18448   0.03825   0.01096   0.30434   0.32429   0.04000   0.74244   0.16575        -1
  -0.52672  -9.85550   3.37392   0.66748   0.68585   0.21827   0.04671   0.01624   0.30434   0.32429   0.04000   0.75822   1.20070        -1
  -7.80565   0.07092   4.45508   0.56383   0.84211   0.17597   0.04073   0.00970   0.30434   0.32429   0.04000   0.95201   0.59546        -1
   1.60090  -9.41647   3.76160   0.60845   0.67882   0.22271   0.04794   0.01300   0.19025   0.31256   0.04000   0.21374   0.00000        -1
   3.10307  -5.13711   3.58013   0.66882   1.09236   0.20137   0.05473   0.01257   0.30434   0.23419   0.08696   0.80555   0.08386        -1
